"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1901017","negative regulation of potassium ion transmembrane transporter activity","8/7994","15/14868",0.616848639650608,0.859382636655423,0.679028486426158,"NEDD4L/CAV1/CAB39/ANK3/KCNAB1/OXSR1/CAV3/STK39",8
"GO:1903540","establishment of protein localization to postsynaptic membrane","8/7994","15/14868",0.616848639650608,0.859382636655423,0.679028486426158,"LRRC7/GRIPAP1/VPS35/RAB11A/GRIP1/STX3/CLSTN1/SCRIB",8
"GO:1904923","regulation of autophagy of mitochondrion in response to mitochondrial depolarization","8/7994","15/14868",0.616848639650608,0.859382636655423,0.679028486426158,"HUWE1/HTRA2/MFN2/OPTN/VPS13C/PINK1/HK2/VDAC1",8
"GO:0002263","cell activation involved in immune response","123/7994","232/14868",0.617315446753414,0.859832229406541,0.679383725492295,"ST3GAL1/ERCC1/CD74/GRN/GAB2/PARP3/C12orf4/FOXP3/RC3H2/SPHK2/SBNO2/KARS1/TP53BP1/PRKCZ/BCL3/RORA/RAB27A/TFRC/MLH1/UNG/IL4R/THOC1/CEACAM1/RIF1/PSEN1/PTPRC/LAT2/ICAM1/MSH2/TREM2/ABL1/LGALS1/XBP1/CD40/SMAD7/RIPK2/NBN/RELB/IL27RA/TGFB1/PIK3CG/PHF14/SHB/GBF1/SUPT6H/NSD2/KMT5B/CBL/CD81/IL23A/ITFG2/RNF8/BCL6/SNX4/FOXP1/IL18R1/MSH6/STXBP3/MAD2L2/CD46/TNFSF4/KMT2A/SHLD2/PMS2/LRP1/IL13RA2/EIF2AK4/NDFIP1/RARA/LGALS3/SWAP70/NOTCH2/DOCK2/ANXA1/RC3H1/DOCK10/RPS6/IRF4/LEF1/SLC15A4/PDPK1/TP53/APP/HSPD1/DOCK11/FER/PLCL2/PAXIP1/ZBTB7B/IL6R/JAK1/EOMES/RNF168/ATP7A/SLC18A2/TSC1/AP1G1/STAT6/STAT3/LGALS9/PTAFR/GPR183/ADORA2B/PRKCE/JUNB/PIK3CD/MALT1/RASGRP1/EXO1/LIG4/CLCF1/ATAD5/GATA2/ZFPM1/FES/HMCES/LAMP1/BCR/MTOR/DNASE1/EXOSC6/LYN/MILR1",123
"GO:0009952","anterior/posterior pattern specification","99/7994","187/14868",0.619102285357683,0.862119798536591,0.681191214424138,"HOXA11/FUZ/FOXC1/CDON/HIPK2/LRP6/NLE1/SEMA3C/PLXNA2/TULP3/PSEN1/PALB2/AURKA/KDM2B/PCSK5/CRKL/EP300/YY1/POFUT1/MIB1/SFRP1/HOXA2/HOXA3/GLI3/TGFBR1/BMPR1A/DKK1/KAT2A/ZBTB16/SRF/TBX18/WNT5A/HES1/ACVR2B/EPB41L5/WLS/KMT2A/HOXB5/MSX2/ACVR2A/HOXC13/BMP4/BMP2/SMO/HOXD3/GRSF1/BHLHE40/WNT2B/TBX3/GDF11/GATA4/ABI1/LEF1/PRICKLE1/PCSK6/NKD1/TP53/SMAD4/CELSR2/OSR1/GPC3/NOTCH1/ATM/HHEX/SSBP3/ETS2/SKI/BTG2/FOXH1/LRP5/FZD5/HIPK1/HEYL/TASOR/HEY1/FRS2/SMAD3/PBX3/CTNNB1/RBPJ/AXIN2/BPTF/MLLT3/RARG/SMAD2/TSHZ1/TDRD6/TDRKH/ATP6AP2/MED12/WT1/PBX1/TDRD7/PGAP1/LDB1/BMPR2/PRKDC/HOXB7/PCGF2",99
"GO:0006874","intracellular calcium ion homeostasis","132/7994","249/14868",0.620278588955857,0.863106938014693,0.681971188090252,"MCUB/IBTK/ATP2C1/HEXB/PIK3CB/ATG5/ATP2B4/ATP2B1/ATP2A3/SLC24A1/SRI/PSEN1/PTPRC/P2RX7/CAPN3/TMEM38B/ITPR3/ABL1/CD40/NTSR1/PLCB4/HTR2A/CEMIP/CALB1/JPH1/ATP13A1/CAV2/CAV1/CDH23/MICU1/YWHAE/STIM2/TCIRG1/VDR/PDE4D/STC2/WNT5A/THADA/CNR1/PKD2/HCRTR1/ITPR2/VAPB/PLCG1/TMTC4/CCR7/ATP13A4/TNNI3/DIAPH1/C19orf12/IMMT/ATP13A3/APLNR/TMEM165/RMDN3/PLCE1/FGF2/RAP1GDS1/TMBIM6/PDPK1/AFG3L2/TRPM2/APP/ATP1B1/XCL1/VPS54/TRPC1/CAMK2D/ANK2/PLCB3/ITPR1/CACNA1C/AKAP6/EDNRA/MCOLN2/UBASH3B/CLIC2/MICU3/MCU/NPTN/ATP2B2/STC1/SELENON/DISC1/MAIP1/ADORA1/GRIK2/MICU2/PDZD8/GHITM/CACNB2/PRKCB/HSP90B1/STIM1/LETM1/P2RY1/SLC30A1/PRKCE/CHD7/BCL2/HAP1/ATP2A2/BNIP3/SLC35G1/BOK/CALR/PACS2/F2R/GPR3/CACNB4/CAV3/PLCB1/SLC8A1/PRKD1/BCAP31/RASA3/TPCN1/PLCD1/SLC24A5/FZD9/ATP2A1/TRPV1/FLNA/ANXA6/HTT/ERO1A/CALM1/DMD/TGM2/GRID2IP/LYN/ITGB3",132
"GO:0032781","positive regulation of ATP-dependent activity","20/7994","38/14868",0.620389753166586,0.863106938014693,0.681971188090252,"VMP1/ATP1B3/DNAJC10/DNAJB11/MSH2/AHSA1/MSH3/MSH6/POT1/DNAJB1/DHX9/DNAJB2/TPM1/ATP1B1/TOR1AIP1/GTF2H2/TOR1AIP2/DNAJC24/AHSA2P/ATP2A1",20
"GO:0046622","positive regulation of organ growth","20/7994","38/14868",0.620389753166586,0.863106938014693,0.681971188090252,"FGFR2/TGFBR3/ACACB/MEF2C/IL7/BMPR1A/MAPK14/SERP1/SMO/PARP2/YAP1/FGF2/AKT1/NOTCH1/AKAP6/RBPJ/ZFPM2/ERBB4/WT1/MIR17HG",20
"GO:0051125","regulation of actin nucleation","20/7994","38/14868",0.620389753166586,0.863106938014693,0.681971188090252,"RNH1/NCKAP1/CARMIL1/WASHC2A/PICK1/VIL1/WASF3/WASHC4/FCHSD2/ABI2/AP1AR/GSN/WASF2/ARFIP1/WASHC5/WASHC2C/CORO1B/GMFB/FMN1/CYFIP1",20
"GO:0009408","response to heat","49/7994","93/14868",0.62385865425043,0.86420000819045,0.682834861331186,"GCLC/CREBBP/TPR/DNAJA2/EIF2B3/GSK3B/DNAJA1/SIRT1/HMOX1/EP300/RBBP7/STUB1/DNAJB6/YWHAE/EIF2B1/ST8SIA1/HTRA2/CDKN1A/HSPA2/DNAJB1/EIF2S1/THBS1/SOD1/TRPM2/AKT1/EIF2B5/ATM/BAG3/CLPB/DNAJB4/IER5/MAPKAPK2/SLU7/NOS3/VCP/SCARA5/DHX36/ATR/IRAK1/HSF1/MAPT/HDAC2/TRPV1/NF1/MTOR/MICA/ASIC3/HSBP1/LYN",49
"GO:0002407","dendritic cell chemotaxis","9/7994","17/14868",0.623927205511054,0.86420000819045,0.682834861331186,"ARHGEF5/PIK3CG/C1QBP/CCR7/TRPM4/TRPM2/LGALS9/GPR183/CALR",9
"GO:0006825","copper ion transport","9/7994","17/14868",0.623927205511054,0.86420000819045,0.682834861331186,"HEPH/SLC11A2/STEAP3/CUTC/SLC39A11/SLC31A1/SLC46A3/STEAP2/ATP7A",9
"GO:0007176","regulation of epidermal growth factor-activated receptor activity","9/7994","17/14868",0.623927205511054,0.86420000819045,0.682834861331186,"FBXW7/CBL/ERRFI1/SNX6/APP/ADAM17/ZFYVE28/CHMP6/SOCS4",9
"GO:0009313","oligosaccharide catabolic process","9/7994","17/14868",0.623927205511054,0.86420000819045,0.682834861331186,"MAN2B2/HEXB/MAN2B1/MANBA/PGD/NEU3/GM2A/NEU4/NEU1",9
"GO:0010544","negative regulation of platelet activation","9/7994","17/14868",0.623927205511054,0.86420000819045,0.682834861331186,"CEACAM1/SH2B3/SERPINE2/UBASH3B/PRKCD/NOS3/C1QTNF1/THBD/PRKG1",9
"GO:0010893","positive regulation of steroid biosynthetic process","9/7994","17/14868",0.623927205511054,0.86420000819045,0.682834861331186,"SREBF1/SCAP/PRKAA1/CGA/IGF1R/ADM/WNT4/STARD4/SREBF2",9
"GO:0031573","mitotic intra-S DNA damage checkpoint signaling","9/7994","17/14868",0.623927205511054,0.86420000819045,0.682834861331186,"MRE11/TIPIN/MSH2/NEK11/ATF2/FANCD2/RAD17/EME1/CHEK2",9
"GO:0043649","dicarboxylic acid catabolic process","9/7994","17/14868",0.623927205511054,0.86420000819045,0.682834861331186,"QPRT/GOT1/GOT2/GLUL/MTHFS/GLUD1/AASDHPPT/ACSF3/GLUD2",9
"GO:0045655","regulation of monocyte differentiation","9/7994","17/14868",0.623927205511054,0.86420000819045,0.682834861331186,"CD74/CDK6/FOXP1/GPR68/MYC/INPP5D/FES/CSF1/ZFP36L1",9
"GO:0050961","detection of temperature stimulus involved in sensory perception","9/7994","17/14868",0.623927205511054,0.86420000819045,0.682834861331186,"WDR47/NTSR1/HTR2A/NR2F6/ADORA1/GRIK2/TRPV1/NTRK1/ASIC3",9
"GO:0051917","regulation of fibrinolysis","9/7994","17/14868",0.623927205511054,0.86420000819045,0.682834861331186,"PLAUR/FAP/APOH/PLAT/SERPINE1/PLAU/THBS1/USF1/THBD",9
"GO:0055003","cardiac myofibril assembly","9/7994","17/14868",0.623927205511054,0.86420000819045,0.682834861331186,"MEF2A/NEBL/SRF/PDGFRB/OBSL1/FHOD3/SMAD4/ADPRHL1/NEB",9
"GO:0071318","cellular response to ATP","9/7994","17/14868",0.623927205511054,0.86420000819045,0.682834861331186,"TOP2B/SSH1/P2RX7/TRPM4/P2RX4/TAF1/HSP90B1/P2RY1/TRPV1",9
"GO:0097164","ammonium ion metabolic process","9/7994","17/14868",0.623927205511054,0.86420000819045,0.682834861331186,"CHDH/SLC44A1/ALDH2/PDE1B/HNMT/SLC29A4/ALDH7A1/ATP7A/BTBD9",9
"GO:1901569","fatty acid derivative catabolic process","9/7994","17/14868",0.623927205511054,0.86420000819045,0.682834861331186,"ACAT1/OXCT1/ACOT7/ABCD1/NUDT7/HPGD/CYP4F2/CYP4F3/FITM2",9
"GO:1903587","regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis","9/7994","17/14868",0.623927205511054,0.86420000819045,0.682834861331186,"NGFR/HMOX1/PDCD10/APLNR/THBS1/FGF2/AGTR1/JCAD/GATA2",9
"GO:1904355","positive regulation of telomere capping","9/7994","17/14868",0.623927205511054,0.86420000819045,0.682834861331186,"MAP3K4/MAPKAPK5/MAPK1/TNKS2/NEK2/NABP2/NEK7/TNKS/MAPK15",9
"GO:1905564","positive regulation of vascular endothelial cell proliferation","9/7994","17/14868",0.623927205511054,0.86420000819045,0.682834861331186,"FGFR1/ITGA4/AKT3/PLCG1/FGF2/PDPK1/ADAM17/STAT3/SP1",9
"GO:0043367","CD4-positive, alpha-beta T cell differentiation","40/7994","76/14868",0.624212891672732,0.864395062569318,0.682988980665234,"RUNX3/FOXP3/RC3H2/PRKCZ/BCL3/RORA/IL4R/SMAD7/RIPK2/RELB/SHB/IL23A/CD83/BCL6/FOXP1/IL18R1/TNFSF4/KMT2A/RARA/ANXA1/CTSL/RC3H1/IRF4/LEF1/ARMC5/SH3RF1/BRAF/ZBTB7B/IL6R/JAK1/ATP7A/STAT6/STAT3/LGALS9/GPR183/JUNB/MALT1/ZFPM1/MTOR/TOX",40
"GO:0051283","negative regulation of sequestering of calcium ion","58/7994","110/14868",0.624501611129425,0.864594225895424,0.6831463466232,"IBTK/ATG5/SRI/PTPRC/P2RX7/CAPN3/TMEM38B/ITPR3/ABL1/NTSR1/PLCB4/HTR2A/CEMIP/JPH1/PDE4D/PKD2/ITPR2/PLCG1/CCR7/DIAPH1/APLNR/PLCE1/FGF2/PDPK1/TRPM2/XCL1/TRPC1/CAMK2D/ANK2/PLCB3/ITPR1/CACNA1C/AKAP6/MCOLN2/UBASH3B/CLIC2/SELENON/GHITM/LETM1/PRKCE/CHD7/HAP1/F2R/PLCB1/SLC8A1/PRKD1/RASA3/TPCN1/PLCD1/TRPV1/FLNA/ANXA6/HTT/ERO1A/CALM1/DMD/LYN/ITGB3",58
"GO:0050817","coagulation","109/7994","206/14868",0.625257034337542,0.86543927717284,0.683814051397978,"ENPP4/TFPI/SLC4A1/PLAUR/VCL/PIK3CB/ENTPD2/DGKG/RAB27A/LMAN1/TXK/DGKD/FBLN1/FAP/CEACAM1/PSEN1/GNAS/APOH/TYRO3/JAK2/HPS4/MYH9/PROCR/CD40/HNF4A/MYL12A/DGKH/BLOC1S6/PLAT/COMP/PIK3CG/CAV1/SERPINE1/HPS5/VWF/SH2B3/MAPK14/SRF/NFE2L2/STXBP3/PLA2G4A/GNA13/PIK3CA/PLAU/EMILIN2/AP3B1/EPHB2/VAV3/IL6ST/TEC/SERPINE2/TLN1/THBS1/EMILIN1/ENTPD1/LNPK/DGKQ/AK3/DGKZ/SLC7A11/MERTK/DGKE/UBASH3B/PRKCA/GNAQ/DGKI/PAFAH2/F11R/USF1/DMTN/CSRP1/SCUBE1/VAV2/PRKCD/METAP1/ANXA5/ITGA2/NOS3/FZD6/FUNDC2/HPS6/ILK/PDIA3/AXL/COL3A1/P2RY1/C1GALT1C1/JMJD1C/HPSE/C1QTNF1/ANO6/THBD/F2R/RAP2B/ANXA2/ACTG1/ADRA2C/PROS1/F8/PRKG1/CYP4F2/BLOC1S4/FLNA/SRC/PAPSS2/MFSD2B/HS3ST5/LYN/ITGB3",109
"GO:0072678","T cell migration","31/7994","59/14868",0.626393757869873,0.866173958572658,0.684394549045529,"WNK1/SLC12A2/RHOA/ICAM1/ABL1/CRKL/CD99L2/IL27RA/PIK3CG/RIPOR2/WNT5A/ITGA4/XG/LRCH1/ADAM10/APP/XCL1/ABL2/ECM1/MSN/ADAM8/ADAM17/F11R/CRK/FADD/GPR183/S1PR1/PIK3CD/OXSR1/STK39/ITGB3",31
"GO:0007129","homologous chromosome pairing at meiosis","21/7994","40/14868",0.626513625808546,0.866173958572658,0.684394549045529,"MRE11/MSH4/NDC1/STAG3/TRIP13/MLH1/ZCWPW1/CCNB1IP1/CCNE1/MLH3/TEX15/AGO4/BRIP1/P3H4/FANCD2/SUN1/SHOC1/MEIOC/SIRT7/EHMT2/BAG6",21
"GO:0010518","positive regulation of phospholipase activity","21/7994","40/14868",0.626513625808546,0.866173958572658,0.684394549045529,"ARHGAP6/FGFR2/FGFR3/TXK/FGFR1/ESR1/HTR2A/FLT1/PDGFRB/GNA13/ARL1/PLAA/FGF2/PDPK1/ABL2/AGTR1/EGFR/EDNRA/GNAQ/LPAR1/PHB2",21
"GO:0033173","calcineurin-NFAT signaling cascade","21/7994","40/14868",0.626513625808546,0.866173958572658,0.684394549045529,"PTBP1/ATP2B4/ERBB3/NFATC3/GSK3B/NFATC4/NFATC2/NFAT5/HOMER2/FHL2/PPP3CC/ADGRB2/DYRK2/NFATC1/PPP3CA/AKAP6/RCAN1/CAMTA1/PRNP/MYOZ2/MTOR",21
"GO:2000649","regulation of sodium ion transmembrane transporter activity","21/7994","40/14868",0.626513625808546,0.866173958572658,0.684394549045529,"NEDD4L/NEDD4/PTPN3/TESC/FGF13/ACTN4/FXYD6/HECW2/ATP1B1/OSR1/CAMK2D/ANK3/GPD1L/UTRN/SLMAP/WNK2/PCSK9/PRKCE/CAV3/STK39/DMD",21
"GO:0003091","renal water homeostasis","10/7994","19/14868",0.630575842753784,0.868169370953352,0.685971194640711,"AKAP11/HYAL2/AKR1B1/INPP5K/PRKACB/HAS2/ADCY6/CYP4F2/AQP1/MLLT6",10
"GO:0009301","snRNA transcription","10/7994","19/14868",0.630575842753784,0.868169370953352,0.685971194640711,"ELL/ELL2/RPAP2/ICE2/CC2D1A/USPL1/MEPCE/ICE1/SNAPC3/ZNF143",10
"GO:0016137","glycoside metabolic process","10/7994","19/14868",0.630575842753784,0.868169370953352,0.685971194640711,"GBA2/AKR1B1/AKR1A1/ABHD10/AKR1C2/GUSB/FUCA1/AKR1C1/AKR1C3/NAGA",10
"GO:0021554","optic nerve development","10/7994","19/14868",0.630575842753784,0.868169370953352,0.685971194640711,"GLI3/TCIRG1/KCNC1/EPHB2/SLC25A46/NAV2/TMEM126A/EXT1/SCN8A/LPAR1",10
"GO:0021871","forebrain regionalization","10/7994","19/14868",0.630575842753784,0.868169370953352,0.685971194640711,"GLI3/TTC21B/BMP4/BMP2/WNT2B/EMX1/TRA2B/EOMES/PGAP1/ADGRG1",10
"GO:0030539","male genitalia development","10/7994","19/14868",0.630575842753784,0.868169370953352,0.685971194640711,"ASB1/HOXA13/DHCR24/TBX3/GREB1L/CTNNB1/ROR2/AR/WT1/LGR4",10
"GO:0032753","positive regulation of interleukin-4 production","10/7994","19/14868",0.630575842753784,0.868169370953352,0.685971194640711,"FOXP3/PRKCZ/SLC7A5/TNFSF4/RARA/IRF4/LGALS9/IL20RB/PRG2/IL1RAP",10
"GO:0043586","tongue development","10/7994","19/14868",0.630575842753784,0.868169370953352,0.685971194640711,"SIX4/GLI3/HDAC1/HOXC13/SIX1/LEF1/WDPCP/CTNNB1/BNC2/HDAC2",10
"GO:0043605","amide catabolic process","10/7994","19/14868",0.630575842753784,0.868169370953352,0.685971194640711,"AASS/OAT/HAL/PRODH/AADAT/GDA/DLST/NT5C/ALDH4A1/FTCD",10
"GO:0044321","response to leptin","10/7994","19/14868",0.630575842753784,0.868169370953352,0.685971194640711,"SIRT1/CCND1/LEPR/BBS2/MKKS/BBS4/CCNA2/UGCG/PID1/STAT3",10
"GO:0045591","positive regulation of regulatory T cell differentiation","10/7994","19/14868",0.630575842753784,0.868169370953352,0.685971194640711,"FOXP3/IL4I1/AMBRA1/BCL6/CD46/FOXO3/BTN2A2/DUSP10/LGALS9/KAT5",10
"GO:0046629","gamma-delta T cell activation","10/7994","19/14868",0.630575842753784,0.868169370953352,0.685971194640711,"TCF7/PTPRC/SOX4/LEF1/SOX13/CXADR/STAT5B/EGR3/JAG2/MICA",10
"GO:0048485","sympathetic nervous system development","10/7994","19/14868",0.630575842753784,0.868169370953352,0.685971194640711,"SEMA3F/SEMA3A/NRP1/FZD3/NRP2/SOX4/EDNRA/CTNNB1/NF1/NTRK1",10
"GO:0050951","sensory perception of temperature stimulus","10/7994","19/14868",0.630575842753784,0.868169370953352,0.685971194640711,"WDR47/NTSR1/HTR2A/NR2F6/ADORA1/GRIK2/BTBD9/TRPV1/NTRK1/ASIC3",10
"GO:0060973","cell migration involved in heart development","10/7994","19/14868",0.630575842753784,0.868169370953352,0.685971194640711,"SNAI2/SEMA3C/ENG/BVES/PDGFRB/BMP4/FLRT3/NOTCH1/EDNRA/DCHS1",10
"GO:0061158","3'-UTR-mediated mRNA destabilization","10/7994","19/14868",0.630575842753784,0.868169370953352,0.685971194640711,"UPF1/PUM2/TARDBP/ZFP36/PUM1/RC3H1/DHX36/ZFP36L1/PLEKHN1/TRIM71",10
"GO:0090201","negative regulation of release of cytochrome c from mitochondria","10/7994","19/14868",0.630575842753784,0.868169370953352,0.685971194640711,"HGF/PSMD10/PPIF/CLU/BCL2L2/AKT1/LMNA/GHITM/BCL2L1/OPA1",10
"GO:2000193","positive regulation of fatty acid transport","10/7994","19/14868",0.630575842753784,0.868169370953352,0.685971194640711,"P2RX7/NTSR1/MAP2K6/PLA2G4A/P2RX4/TNFRSF11A/ACSL1/PLA2R1/CYP4F2/MIF",10
"GO:0001947","heart looping","32/7994","61/14868",0.631699507465687,0.868914467738071,0.686559921850674,"DVL2/PSEN1/MEF2C/HIF1A/IFT52/MIB1/CLUAP1/ENG/DVL1/SRF/WNT5A/IFT57/PKD2/STIL/OVOL2/MKKS/SMO/MICAL2/NOTCH2/APLNR/TBX3/AHI1/SETDB2/GATA4/BBS7/NOTCH1/DNAAF1/FOXH1/TGFBR2/SMAD3/CCDC103/C2CD3",32
"GO:0042093","T-helper cell differentiation","32/7994","61/14868",0.631699507465687,0.868914467738071,0.686559921850674,"FOXP3/RC3H2/PRKCZ/BCL3/RORA/IL4R/SMAD7/RIPK2/RELB/SHB/IL23A/BCL6/FOXP1/IL18R1/TNFSF4/KMT2A/RARA/ANXA1/RC3H1/IRF4/LEF1/ZBTB7B/IL6R/JAK1/ATP7A/STAT6/STAT3/GPR183/JUNB/MALT1/ZFPM1/MTOR",32
"GO:0042255","ribosome assembly","32/7994","61/14868",0.631699507465687,0.868914467738071,0.686559921850674,"MRTO4/DHX29/NLE1/XRCC5/RPS5/NOA1/RPLP0/EIF5/RPS19/C1QBP/NOP2/MDN1/BRIX1/FASTKD2/MRPS7/SBDS/TRAF7/DHX30/EFL1/DHX37/MTERF3/EIF5B/EIF1AX/NPM1/RRP7BP/RRP7A/RPF2/DDX3X/EIF6/PRKDC/MPV17L2/BOP1",32
"GO:2001057","reactive nitrogen species metabolic process","32/7994","61/14868",0.631699507465687,0.868914467738071,0.686559921850674,"CPS1/ATP2B4/RORA/ARG2/JAK2/CYB5R3/CYB5B/CAV1/SOD2/SPR/PKD2/CLU/ACVR2A/PTGIS/ASL/ASS1/GCH1/ROCK2/P2RX4/KLF4/TLR2/CYP1B1/AKT1/DDAH1/NOS3/SMAD3/INSR/ZDHHC21/THAP4/NQO1/TRPV1/CD47",32
"GO:0007599","hemostasis","111/7994","210/14868",0.632047528956852,0.869192810621235,0.686779850365168,"ENPP4/TFPI/SLC4A1/PLAUR/VCL/PIK3CB/ENTPD2/DGKG/RAB27A/LMAN1/TXK/DGKD/FBLN1/FAP/CEACAM1/GNAS/APOH/TYRO3/JAK2/HPS4/MYH9/PROCR/CD40/HNF4A/MYL12A/DGKH/BLOC1S6/PLAT/GPI/COMP/PIK3CG/CAV1/SERPINE1/HPS5/VWF/SH2B3/MAPK14/SRF/NFE2L2/STXBP3/PLA2G4A/GNA13/PIK3CA/PLAU/EMILIN2/AP3B1/EPHB2/VAV3/IL6ST/TEC/SERPINE2/TLN1/THBS1/EMILIN1/ENTPD1/LNPK/DGKQ/AK3/DGKZ/SLC7A11/FLI1/MERTK/DGKE/UBASH3B/PRKCA/GNAQ/TSPAN18/DGKI/PAFAH2/F11R/USF1/DMTN/CSRP1/SCUBE1/VAV2/ZNF385A/PRKCD/METAP1/ANXA5/ITGA2/NOS3/FZD6/FUNDC2/HPS6/ILK/PDIA3/AXL/COL3A1/P2RY1/C1GALT1C1/JMJD1C/HPSE/C1QTNF1/ANO6/THBD/F2R/RAP2B/ANXA2/ACTG1/ADRA2C/PROS1/F8/PRKG1/CYP4F2/BLOC1S4/FLNA/SRC/PAPSS2/MFSD2B/LYN/ITGB3",111
"GO:0033574","response to testosterone","22/7994","42/14868",0.632385108802397,0.869256379687608,0.686830078523245,"CFLAR/HOXA11/SLC39A9/CAD/SIRT1/GPI/HOXA13/RPS6KB1/CBL/XRN1/FOXP1/ROCK2/THBS1/IGF1R/PSPH/MSN/GPT2/AR/CALR/NQO1/HSF1/NCOA4",22
"GO:0050885","neuromuscular process controlling balance","22/7994","42/14868",0.632385108802397,0.869256379687608,0.686830078523245,"PAFAH1B1/HEXB/SLC1A3/AARS1/ABL1/HERC1/NBN/CDH23/CNTNAP1/PDE8B/MYO7A/APP/SHANK1/ZNF212/GAA/CAMTA1/IGDCC3/ALDH1A3/BLOC1S4/BCR/HMX3/GM2A",22
"GO:0001708","cell fate specification","51/7994","97/14868",0.633006877188017,0.869860295415295,0.68730725360802,"HOXA11/CDON/MBD3/GLI2/PSEN1/WNT11/TBX15/NRP1/RBBP7/EYA1/HOXA13/GLI3/BMPR1A/DKK1/TBX18/WNT5A/APC2/HDAC1/PTCH2/SOX9/SIX1/SMO/FOXA1/APC/TBX3/FGF2/LMO4/TBX19/GATAD2B/NFIB/NOTCH1/TENM4/MTA2/ITGB1/FZD7/RBBP4/NFIA/EOMES/GATAD2A/TBX10/CTNNB1/RBPJ/AR/CHD3/ATOH1/MGA/POU3F2/PTCH1/HDAC2/TEAD4/EHMT2",51
"GO:0002705","positive regulation of leukocyte mediated immunity","60/7994","114/14868",0.633116015248638,0.869860295415295,0.68730725360802,"HFE/FOXP3/TP53BP1/PRKCZ/TFRC/MLH1/DDX1/STX7/RIF1/PTPRC/MAVS/P2RX7/MSH2/TREM2/CD40/TGFB1/NSD2/KMT5B/CD81/IL23A/ULBP1/IL1R1/IL18R1/MAD2L2/TNFSF4/ARG1/SHLD2/PMS2/C3/ZBTB1/TRAF2/NECTIN2/ULBP3/MAP3K7/XCL1/HSPD1/FBXO38/MR1/PAXIP1/FZD5/DDX21/AP1G1/STAT6/FADD/PTAFR/MALT1/RASGRP1/STAT5B/DHX36/TRAF6/CLCF1/ATAD5/CADM1/HMCES/LAMP1/CD55/MICA/DENND1B/EXOSC6/TICAM2",60
"GO:0032755","positive regulation of interleukin-6 production","42/7994","80/14868",0.633977364930265,0.870590615690843,0.687884305377698,"CD74/SPHK2/HYAL2/MAVS/P2RX7/XBP1/RIPK2/TGFB1/NOD1/UNC93B1/WNT5A/ARHGEF2/TNFSF4/EREG/DHX9/TLR2/APP/BCL10/HSPD1/MAPK13/SPON2/IL6R/INAVA/IL17RC/TLR3/STAT3/LGALS9/PTAFR/ADORA2B/IL16/RELA/TLR1/TRAF6/LPL/IL17RA/PTPN11/F2R/ZBTB20/SETD4/IL1RAP/MBP/RAB7B",42
"GO:0060291","long-term synaptic potentiation","42/7994","80/14868",0.633977364930265,0.870590615690843,0.687884305377698,"PRKCZ/SLC24A1/GSK3B/ITPR3/ABL1/MAPK1/LGMN/NFATC4/ZDHHC2/CALB1/PTN/SLC1A1/MPP2/NR2E1/HMGCR/RASGRF2/FXR1/EPHA4/PAIP2/TSHZ3/EIF2AK4/EPHB2/LARGE1/SERPINE2/APP/PLK2/YTHDF1/NPTN/BRAF/PDE9A/SHANK2/ADORA1/ADCY1/STX3/MECP2/RGS14/PRNP/PRKAR1B/RELN/MME/NF1/SHANK3",42
"GO:0002697","regulation of immune effector process","153/7994","289/14868",0.634928656920687,0.870590615690843,0.687884305377698,"CFH/HFE/CD74/TNFRSF1B/GRN/GAB2/PARP3/C12orf4/FOXP3/RC3H2/ATG5/SPHK2/TP53BP1/PRKCZ/TFRC/MLH1/IL4R/THOC1/CEACAM1/DDX1/STX7/RIF1/PTPRC/MAVS/P2RX7/ICAM1/IRAK3/TGFB2/MSH2/TREM2/SIRT1/XBP1/CD40/SMAD7/SLC7A5/RIPK2/IL4I1/IL27RA/GPI/TGFB1/RPS19/NOD1/AHR/SHB/CUEDC2/C1QBP/DHX58/SUPT6H/NSD2/KMT5B/PANX1/CD81/IL23A/ULBP1/DUSP22/BCL6/WNT5A/SNX4/IL1R1/IL18R1/MAD2L2/CD46/TNFSF4/ARG1/TRIM6/SHLD2/PMS2/PKN1/IL13RA2/C3/ZBTB1/TRAF2/GFER/DNAJB9/NECTIN2/TRPM4/ULBP3/NDFIP1/RARA/LGALS3/ANKRD17/EPHB2/ANXA1/MAP3K7/RC3H1/APPL2/IRF4/SEMA7A/SLC15A4/TMBIM6/PDPK1/ARRB2/BCL10/XCL1/DUSP10/HSPD1/FBXO38/PTPRJ/FER/MR1/CD96/ANGPT1/HK1/PAXIP1/APPL1/SPON2/ZBTB7B/NLRX1/MAPKAPK2/FZD5/INAVA/TLR3/CGAS/DDX21/AP1G1/STAT6/GPRC5B/CRK/AXL/FADD/LGALS9/PTAFR/ADORA2B/SERPINB9/JUNB/MALT1/RASGRP1/STAT5B/IL20RB/DHX36/TRAF6/CLCF1/ATAD5/GATA2/LACC1/FES/CADM1/HMCES/LAMP1/PRG2/BCR/CD55/MYO18A/CD47/UBE2J1/MICA/DENND1B/DNASE1/PHB2/EXOSC6/MIF/TICAM2/LYN",153
